sample_id,subject_id,source,activity,original_label,canonical_label,sampling_rate_hz,window_seconds,peak_g_force,peak_accel_ms2,peak_jerk_gs,accel_variance,gyro_variance,sma,stabilization_seconds,impact_flag,split_method,split
sisfall_D12_SA05_R01,sisfall_SA05,SisFall,D12,D12,normal_activity,50.0,2.5,1.0518,10.315,3.0015,0.000363,0.038587,12.4149,2.32,0.0,subject_level_split,train
sisfall_D12_SA05_R02,sisfall_SA05,SisFall,D12,D12,normal_activity,50.0,2.5,1.0922,10.7108,5.8483,0.00047,0.017464,12.1305,2.28,0.0,subject_level_split,train
sisfall_D12_SA05_R03,sisfall_SA05,SisFall,D12,D12,normal_activity,50.0,2.5,1.0592,10.3869,4.1914,0.000262,0.020818,11.7401,2.16,0.0,subject_level_split,train
sisfall_D12_SA05_R04,sisfall_SA05,SisFall,D12,D12,normal_activity,50.0,2.5,1.1241,11.0232,4.3719,0.000554,0.197803,11.5437,0.52,0.0,subject_level_split,train
sisfall_D12_SA05_R05,sisfall_SA05,SisFall,D12,D12,normal_activity,50.0,2.5,1.0655,10.4492,2.9048,0.000282,0.049371,11.4631,0.96,0.0,subject_level_split,train
sisfall_D13_SA05_R01,sisfall_SA05,SisFall,D13,D13,normal_activity,50.0,2.5,5.0799,49.8166,188.3428,0.194606,1.382525,12.9353,0.52,1.0,subject_level_split,train
sisfall_D13_SA05_R02,sisfall_SA05,SisFall,D13,D13,normal_activity,50.0,2.5,1.4017,13.7463,24.9307,0.019887,0.987735,13.87,1.9,0.0,subject_level_split,train
sisfall_D13_SA05_R03,sisfall_SA05,SisFall,D13,D13,normal_activity,50.0,2.5,1.6134,15.8216,34.5554,0.018601,1.081858,13.5359,1.64,0.0,subject_level_split,train
sisfall_D13_SA05_R04,sisfall_SA05,SisFall,D13,D13,normal_activity,50.0,2.5,1.473,14.4451,30.9773,0.018352,1.148893,13.3334,1.14,0.0,subject_level_split,train
sisfall_D13_SA05_R05,sisfall_SA05,SisFall,D13,D13,normal_activity,50.0,2.5,1.6056,15.7456,30.5581,0.02002,1.069991,12.8774,1.14,0.0,subject_level_split,train
sisfall_D14_SA05_R01,sisfall_SA05,SisFall,D14,D14,normal_activity,50.0,2.5,1.0455,10.2533,1.9318,0.000113,0.009914,11.7928,2.3,0.0,subject_level_split,train
sisfall_D14_SA05_R02,sisfall_SA05,SisFall,D14,D14,normal_activity,50.0,2.5,1.2611,12.3668,6.6374,0.001313,0.058837,11.8639,2.48,0.0,subject_level_split,train
sisfall_D14_SA05_R03,sisfall_SA05,SisFall,D14,D14,normal_activity,50.0,2.5,1.1383,11.1633,4.2321,0.001185,0.073838,11.0656,2.38,0.0,subject_level_split,train
sisfall_D14_SA05_R04,sisfall_SA05,SisFall,D14,D14,normal_activity,50.0,2.5,1.0456,10.2538,2.287,9.3e-05,0.006104,12.2028,0.16,0.0,subject_level_split,train
sisfall_D14_SA05_R05,sisfall_SA05,SisFall,D14,D14,normal_activity,50.0,2.5,1.261,12.3661,6.7702,0.002,0.034538,11.4977,2.34,0.0,subject_level_split,train
sisfall_D15_SA05_R01,sisfall_SA05,SisFall,D15,D15,normal_activity,50.0,2.5,1.1348,11.129,2.5239,0.001638,0.013255,11.2905,0.58,0.0,subject_level_split,train
sisfall_D15_SA05_R02,sisfall_SA05,SisFall,D15,D15,normal_activity,50.0,2.5,1.2003,11.7709,2.896,0.003034,0.005884,10.4802,0.44,0.0,subject_level_split,train
sisfall_D15_SA05_R03,sisfall_SA05,SisFall,D15,D15,normal_activity,50.0,2.5,1.1694,11.4681,5.0103,0.004685,0.008,10.7579,1.46,0.0,subject_level_split,train
sisfall_D15_SA05_R04,sisfall_SA05,SisFall,D15,D15,normal_activity,50.0,2.5,1.2053,11.8203,3.1858,0.002459,0.009255,11.0662,0.52,0.0,subject_level_split,train
sisfall_D15_SA05_R05,sisfall_SA05,SisFall,D15,D15,normal_activity,50.0,2.5,1.0058,9.8637,2.2865,0.000237,0.002692,11.8575,2.04,0.0,subject_level_split,train
sisfall_D16_SA05_R01,sisfall_SA05,SisFall,D16,D16,normal_activity,50.0,2.5,1.0066,9.8718,2.3251,0.000191,0.003459,12.7575,2.42,0.0,subject_level_split,train
sisfall_D16_SA05_R02,sisfall_SA05,SisFall,D16,D16,normal_activity,50.0,2.5,1.0096,9.9008,2.9322,0.000216,0.030914,11.878,2.5,0.0,subject_level_split,train
sisfall_D16_SA05_R03,sisfall_SA05,SisFall,D16,D16,normal_activity,50.0,2.5,1.0325,10.1254,2.591,0.000485,0.282842,11.9751,1.04,0.0,subject_level_split,train
sisfall_D16_SA05_R04,sisfall_SA05,SisFall,D16,D16,normal_activity,50.0,2.5,0.998,9.7873,2.0136,0.00014,0.050622,12.5053,1.5,0.0,subject_level_split,train
sisfall_D16_SA05_R05,sisfall_SA05,SisFall,D16,D16,normal_activity,50.0,2.5,1.0193,9.9959,3.0708,0.000366,0.157064,11.8277,2.0,0.0,subject_level_split,train
sisfall_D17_SA05_R01,sisfall_SA05,SisFall,D17,D17,normal_activity,50.0,2.5,1.0669,10.4631,5.6389,0.00069,0.059258,13.9055,0.1,0.0,subject_level_split,train
sisfall_D17_SA05_R02,sisfall_SA05,SisFall,D17,D17,normal_activity,50.0,2.5,0.995,9.7575,2.3317,0.000125,0.000677,14.915,0.92,0.0,subject_level_split,train
sisfall_D17_SA05_R03,sisfall_SA05,SisFall,D17,D17,normal_activity,50.0,2.5,1.0155,9.9591,3.0281,0.000248,0.015647,13.7912,0.46,0.0,subject_level_split,train
sisfall_D17_SA05_R04,sisfall_SA05,SisFall,D17,D17,normal_activity,50.0,2.5,0.9882,9.6905,1.526,8.3e-05,0.000151,14.8957,1.0,0.0,subject_level_split,train
sisfall_D17_SA05_R05,sisfall_SA05,SisFall,D17,D17,normal_activity,50.0,2.5,0.9828,9.6384,1.9369,9.9e-05,0.001617,13.8868,0.84,0.0,subject_level_split,train
sisfall_D18_SA05_R01,sisfall_SA05,SisFall,D18,D18,impact,50.0,2.5,4.0289,39.5104,90.7665,0.225987,0.336197,12.969,0.86,1.0,subject_level_split,train
sisfall_D18_SA05_R02,sisfall_SA05,SisFall,D18,D18,impact,50.0,2.5,3.4679,34.0082,80.0497,0.374689,0.550076,14.204,0.86,1.0,subject_level_split,train
sisfall_D18_SA05_R03,sisfall_SA05,SisFall,D18,D18,impact,50.0,2.5,4.2031,41.2179,74.8752,0.269647,0.621976,13.5114,0.82,1.0,subject_level_split,train
sisfall_D18_SA05_R04,sisfall_SA05,SisFall,D18,D18,impact,50.0,2.5,4.9759,48.7965,133.048,0.483276,0.455567,14.6248,0.88,1.0,subject_level_split,train
sisfall_D18_SA05_R05,sisfall_SA05,SisFall,D18,D18,impact,50.0,2.5,5.0091,49.1224,105.6578,0.584641,0.619874,14.8819,0.86,1.0,subject_level_split,train
sisfall_D19_SA05_R01,sisfall_SA05,SisFall,D19,D19,impact,50.0,2.5,5.8141,57.0164,143.1706,0.618676,0.510588,12.5547,1.08,1.0,subject_level_split,train
sisfall_D19_SA05_R02,sisfall_SA05,SisFall,D19,D19,impact,50.0,2.5,4.505,44.1789,114.9933,0.516409,0.423441,12.2032,1.12,1.0,subject_level_split,train
sisfall_D19_SA05_R03,sisfall_SA05,SisFall,D19,D19,impact,50.0,2.5,4.4055,43.2036,95.321,0.566319,0.294243,11.8958,1.12,1.0,subject_level_split,train
sisfall_D19_SA05_R04,sisfall_SA05,SisFall,D19,D19,impact,50.0,2.5,4.8707,47.7651,115.6924,0.612725,0.21491,12.212,1.08,1.0,subject_level_split,train
sisfall_D19_SA05_R05,sisfall_SA05,SisFall,D19,D19,impact,50.0,2.5,4.949,48.5335,112.5694,0.630325,0.308386,12.083,1.1,1.0,subject_level_split,train
sisfall_F01_SA05_R01,sisfall_SA05,SisFall,F01,F01,fall,50.0,2.5,6.3,61.7815,231.9492,0.44559,2.061642,14.5509,1.04,1.0,subject_level_split,train
sisfall_F01_SA05_R02,sisfall_SA05,SisFall,F01,F01,fall,50.0,2.5,16.7123,163.8913,778.7947,2.570005,3.837866,14.2175,1.14,1.0,subject_level_split,train
sisfall_F01_SA05_R03,sisfall_SA05,SisFall,F01,F01,fall,50.0,2.5,9.0666,88.9127,443.8524,0.744554,5.238621,14.8948,1.0,1.0,subject_level_split,train
sisfall_F01_SA05_R04,sisfall_SA05,SisFall,F01,F01,fall,50.0,2.5,9.7392,95.5088,442.3283,0.878251,3.121403,14.8715,1.06,1.0,subject_level_split,train
sisfall_F01_SA05_R05,sisfall_SA05,SisFall,F01,F01,fall,50.0,2.5,8.0679,79.1189,328.5485,0.726981,2.29544,14.8393,1.04,1.0,subject_level_split,train
sisfall_F02_SA05_R01,sisfall_SA05,SisFall,F02,F02,fall,50.0,2.5,10.0662,98.7159,375.9097,1.264102,1.623474,15.8574,1.02,1.0,subject_level_split,train
sisfall_F02_SA05_R02,sisfall_SA05,SisFall,F02,F02,fall,50.0,2.5,11.1442,109.2874,428.2374,1.166053,1.543835,15.7513,1.08,1.0,subject_level_split,train
sisfall_F02_SA05_R03,sisfall_SA05,SisFall,F02,F02,fall,50.0,2.5,9.755,95.6642,324.2327,0.969724,2.045426,15.2362,0.94,1.0,subject_level_split,train
sisfall_F02_SA05_R04,sisfall_SA05,SisFall,F02,F02,fall,50.0,2.5,7.2149,70.7536,283.9786,0.673879,1.260028,14.8555,1.08,1.0,subject_level_split,train
sisfall_F02_SA05_R05,sisfall_SA05,SisFall,F02,F02,fall,50.0,2.5,4.7113,46.2016,93.8515,0.442511,1.90391,14.5436,1.06,1.0,subject_level_split,train
sisfall_F03_SA05_R01,sisfall_SA05,SisFall,F03,F03,fall,50.0,2.5,9.0822,89.0656,222.076,0.921415,2.277685,15.1053,0.9,1.0,subject_level_split,train
sisfall_F03_SA05_R02,sisfall_SA05,SisFall,F03,F03,fall,50.0,2.5,5.2363,51.3507,117.721,0.458424,1.5099,14.8571,1.1,1.0,subject_level_split,train
sisfall_F03_SA05_R03,sisfall_SA05,SisFall,F03,F03,fall,50.0,2.5,8.5686,84.029,286.5434,0.647957,1.534411,14.1354,1.04,1.0,subject_level_split,train
sisfall_F03_SA05_R04,sisfall_SA05,SisFall,F03,F03,fall,50.0,2.5,7.3168,71.7529,258.5589,0.640054,1.547452,14.9674,1.06,1.0,subject_level_split,train
sisfall_F03_SA05_R05,sisfall_SA05,SisFall,F03,F03,fall,50.0,2.5,5.2741,51.7212,113.8603,0.440424,1.756209,13.8792,1.0,1.0,subject_level_split,train
sisfall_F04_SA05_R01,sisfall_SA05,SisFall,F04,F04,fall,50.0,2.5,7.2567,71.1638,287.3729,1.039031,1.505051,16.1344,1.18,1.0,subject_level_split,train
sisfall_F04_SA05_R02,sisfall_SA05,SisFall,F04,F04,fall,50.0,2.5,6.7755,66.4451,149.3327,0.846362,1.548117,15.1507,1.08,1.0,subject_level_split,train
sisfall_F04_SA05_R03,sisfall_SA05,SisFall,F04,F04,fall,50.0,2.5,8.0246,78.6944,365.7963,0.954121,1.504853,15.4366,1.16,1.0,subject_level_split,train
sisfall_F04_SA05_R04,sisfall_SA05,SisFall,F04,F04,fall,50.0,2.5,7.747,75.9717,319.4659,0.820503,10.309203,16.804,1.12,1.0,subject_level_split,train
sisfall_F04_SA05_R05,sisfall_SA05,SisFall,F04,F04,fall,50.0,2.5,6.6232,64.9513,155.1653,0.544494,1.791565,16.6845,1.18,1.0,subject_level_split,train
sisfall_F05_SA05_R01,sisfall_SA05,SisFall,F05,F05,fall,50.0,2.5,9.4418,92.5922,375.9969,1.017835,2.285601,18.6924,0.98,1.0,subject_level_split,train
sisfall_F05_SA05_R02,sisfall_SA05,SisFall,F05,F05,fall,50.0,2.5,17.5915,172.5134,798.8538,3.13134,3.089444,20.1852,0.92,1.0,subject_level_split,train
sisfall_F05_SA05_R03,sisfall_SA05,SisFall,F05,F05,fall,50.0,2.5,7.174,70.3534,152.1635,0.907075,2.638313,16.2392,1.16,1.0,subject_level_split,train
sisfall_F05_SA05_R04,sisfall_SA05,SisFall,F05,F05,fall,50.0,2.5,26.3825,258.7243,1254.2789,5.886266,1.70639,21.3586,1.06,1.0,subject_level_split,train
sisfall_F05_SA05_R05,sisfall_SA05,SisFall,F05,F05,fall,50.0,2.5,11.7433,115.1625,501.5165,1.41361,1.993452,18.5692,1.04,1.0,subject_level_split,train
sisfall_F06_SA05_R01,sisfall_SA05,SisFall,F06,F06,fall,50.0,2.5,3.5508,34.8213,80.7354,0.267536,2.15385,12.9313,0.98,1.0,subject_level_split,train
sisfall_F06_SA05_R02,sisfall_SA05,SisFall,F06,F06,fall,50.0,2.5,6.0549,59.3783,232.4049,0.664485,1.879322,14.6426,0.98,1.0,subject_level_split,train
sisfall_F06_SA05_R03,sisfall_SA05,SisFall,F06,F06,fall,50.0,2.5,20.3119,199.1916,979.6224,3.369178,1.394827,15.9937,1.02,1.0,subject_level_split,train
sisfall_F06_SA05_R04,sisfall_SA05,SisFall,F06,F06,fall,50.0,2.5,4.9613,48.6533,114.2902,0.319886,2.055309,14.6747,1.0,1.0,subject_level_split,train
sisfall_F06_SA05_R05,sisfall_SA05,SisFall,F06,F06,fall,50.0,2.5,3.892,38.1673,126.5244,0.30696,2.028526,13.2629,1.1,1.0,subject_level_split,train
sisfall_F07_SA05_R01,sisfall_SA05,SisFall,F07,F07,fall,50.0,2.5,4.8606,47.6666,95.0263,0.24956,3.995316,14.5708,1.0,1.0,subject_level_split,train
sisfall_F07_SA05_R02,sisfall_SA05,SisFall,F07,F07,fall,50.0,2.5,4.5936,45.0482,124.3672,0.281632,2.524909,14.5325,0.98,1.0,subject_level_split,train
sisfall_F07_SA05_R03,sisfall_SA05,SisFall,F07,F07,fall,50.0,2.5,10.2158,100.1828,457.9469,0.817304,2.858144,16.344,0.94,1.0,subject_level_split,train
sisfall_F07_SA05_R04,sisfall_SA05,SisFall,F07,F07,fall,50.0,2.5,4.8108,47.1782,102.9921,0.278565,3.549416,14.3594,1.0,1.0,subject_level_split,train
sisfall_F07_SA05_R05,sisfall_SA05,SisFall,F07,F07,fall,50.0,2.5,3.6508,35.8019,87.166,0.21612,2.829899,14.2083,0.92,1.0,subject_level_split,train
sisfall_F08_SA05_R01,sisfall_SA05,SisFall,F08,F08,fall,50.0,2.5,5.9922,58.7638,237.535,0.344615,1.382355,14.5715,1.1,1.0,subject_level_split,train
sisfall_F08_SA05_R02,sisfall_SA05,SisFall,F08,F08,fall,50.0,2.5,4.1995,41.1831,114.5274,0.260046,1.256378,14.6367,1.12,1.0,subject_level_split,train
sisfall_F08_SA05_R03,sisfall_SA05,SisFall,F08,F08,fall,50.0,2.5,7.4145,72.7113,170.76,0.668864,1.910382,14.1044,1.12,1.0,subject_level_split,train
sisfall_F08_SA05_R04,sisfall_SA05,SisFall,F08,F08,fall,50.0,2.5,9.6808,94.9363,391.4664,0.773487,2.365457,13.9193,1.06,1.0,subject_level_split,train
sisfall_F08_SA05_R05,sisfall_SA05,SisFall,F08,F08,fall,50.0,2.5,5.3781,52.7412,170.1748,0.311489,1.893613,13.2598,1.14,1.0,subject_level_split,train
sisfall_F09_SA05_R01,sisfall_SA05,SisFall,F09,F09,fall,50.0,2.5,4.3962,43.1118,79.2443,0.277788,2.120169,14.2291,1.06,1.0,subject_level_split,train
sisfall_F09_SA05_R02,sisfall_SA05,SisFall,F09,F09,fall,50.0,2.5,3.6288,35.5864,64.0216,0.168838,2.456424,13.5206,1.06,1.0,subject_level_split,train
sisfall_F09_SA05_R03,sisfall_SA05,SisFall,F09,F09,fall,50.0,2.5,4.0758,39.9703,89.8023,0.205382,2.194381,13.7517,1.06,1.0,subject_level_split,train
sisfall_F09_SA05_R04,sisfall_SA05,SisFall,F09,F09,fall,50.0,2.5,5.0331,49.3574,130.7907,0.336898,2.614012,14.0744,1.06,1.0,subject_level_split,train
sisfall_F09_SA05_R05,sisfall_SA05,SisFall,F09,F09,fall,50.0,2.5,4.2131,41.3167,68.5837,0.235783,2.628921,14.1476,1.12,1.0,subject_level_split,train
sisfall_F10_SA05_R01,sisfall_SA05,SisFall,F10,F10,fall,50.0,2.5,5.7876,56.7568,209.6906,0.390197,1.273398,14.793,1.12,1.0,subject_level_split,train
sisfall_F10_SA05_R02,sisfall_SA05,SisFall,F10,F10,fall,50.0,2.5,4.9157,48.2062,147.1403,0.396307,1.365999,13.8976,1.1,1.0,subject_level_split,train
sisfall_F10_SA05_R03,sisfall_SA05,SisFall,F10,F10,fall,50.0,2.5,4.9052,48.1037,133.3086,0.414636,1.374861,16.0032,1.12,1.0,subject_level_split,train
sisfall_F10_SA05_R04,sisfall_SA05,SisFall,F10,F10,fall,50.0,2.5,3.2148,31.5262,61.8674,0.202318,0.534889,15.3814,1.08,1.0,subject_level_split,train
sisfall_F10_SA05_R05,sisfall_SA05,SisFall,F10,F10,fall,50.0,2.5,7.6642,75.1603,359.1019,0.706029,0.663648,16.1531,1.06,1.0,subject_level_split,train
sisfall_F11_SA05_R01,sisfall_SA05,SisFall,F11,F11,fall,50.0,2.5,7.514,73.6867,287.9793,0.498829,2.311215,14.8408,1.08,1.0,subject_level_split,train
sisfall_F11_SA05_R02,sisfall_SA05,SisFall,F11,F11,fall,50.0,2.5,8.1988,80.4028,251.8729,0.538641,2.594719,14.8988,1.06,1.0,subject_level_split,train
sisfall_F11_SA05_R03,sisfall_SA05,SisFall,F11,F11,fall,50.0,2.5,4.8409,47.4734,135.6567,0.268339,2.958776,14.675,1.06,1.0,subject_level_split,train
sisfall_F11_SA05_R04,sisfall_SA05,SisFall,F11,F11,fall,50.0,2.5,2.2157,21.7282,30.2951,0.08119,4.492999,14.3153,1.0,0.0,subject_level_split,train
sisfall_F11_SA05_R05,sisfall_SA05,SisFall,F11,F11,fall,50.0,2.5,3.524,34.5583,83.9511,0.171837,2.839342,14.9867,1.06,1.0,subject_level_split,train
sisfall_F12_SA05_R01,sisfall_SA05,SisFall,F12,F12,fall,50.0,2.5,5.3552,52.5165,167.4039,0.261328,1.433057,14.1697,1.1,1.0,subject_level_split,train
sisfall_F12_SA05_R02,sisfall_SA05,SisFall,F12,F12,fall,50.0,2.5,3.4247,33.5852,98.4724,0.10376,1.940808,15.0207,1.12,1.0,subject_level_split,train
sisfall_F12_SA05_R03,sisfall_SA05,SisFall,F12,F12,fall,50.0,2.5,5.238,51.3674,136.0061,0.239172,1.915769,14.7584,1.14,1.0,subject_level_split,train
sisfall_F12_SA05_R04,sisfall_SA05,SisFall,F12,F12,fall,50.0,2.5,4.0032,39.2583,87.0296,0.175758,2.080419,15.2619,1.14,1.0,subject_level_split,train
sisfall_F12_SA05_R05,sisfall_SA05,SisFall,F12,F12,fall,50.0,2.5,4.7872,46.9463,187.6323,0.200803,2.62262,15.1911,1.1,1.0,subject_level_split,train
sisfall_F13_SA05_R01,sisfall_SA05,SisFall,F13,F13,fall,50.0,2.5,2.1481,21.0659,51.5988,0.048203,2.221943,14.5561,1.24,0.0,subject_level_split,train
sisfall_F13_SA05_R02,sisfall_SA05,SisFall,F13,F13,fall,50.0,2.5,2.4099,23.6331,66.642,0.111705,2.384435,14.7869,1.18,0.0,subject_level_split,train
sisfall_F13_SA05_R03,sisfall_SA05,SisFall,F13,F13,fall,50.0,2.5,2.5823,25.324,56.991,0.092685,2.219652,13.759,1.18,0.0,subject_level_split,train
sisfall_F13_SA05_R04,sisfall_SA05,SisFall,F13,F13,fall,50.0,2.5,1.8115,17.7646,35.7432,0.035835,1.769457,13.6095,0.98,0.0,subject_level_split,train
sisfall_F13_SA05_R05,sisfall_SA05,SisFall,F13,F13,fall,50.0,2.5,2.1255,20.8438,26.1629,0.060608,0.983418,14.5031,0.98,0.0,subject_level_split,train
sisfall_F14_SA05_R01,sisfall_SA05,SisFall,F14,F14,fall,50.0,2.5,5.7188,56.0824,201.7491,0.337241,0.669858,14.0551,1.12,1.0,subject_level_split,train
sisfall_F14_SA05_R02,sisfall_SA05,SisFall,F14,F14,fall,50.0,2.5,7.9074,77.5454,310.1424,0.533878,1.142123,13.0769,1.04,1.0,subject_level_split,train
sisfall_F14_SA05_R03,sisfall_SA05,SisFall,F14,F14,fall,50.0,2.5,8.2824,81.2222,333.8923,0.610147,1.361106,13.0346,1.14,1.0,subject_level_split,train
sisfall_F14_SA05_R04,sisfall_SA05,SisFall,F14,F14,fall,50.0,2.5,4.6838,45.9321,159.6025,0.33945,1.211663,14.1823,1.02,1.0,subject_level_split,train
sisfall_F14_SA05_R05,sisfall_SA05,SisFall,F14,F14,fall,50.0,2.5,4.903,48.0818,123.097,0.296609,1.390028,13.4553,1.1,1.0,subject_level_split,train
sisfall_F15_SA05_R01,sisfall_SA05,SisFall,F15,F15,fall,50.0,2.5,4.3368,42.5299,78.084,0.209964,0.922448,13.4774,1.06,1.0,subject_level_split,train
sisfall_F15_SA05_R02,sisfall_SA05,SisFall,F15,F15,fall,50.0,2.5,2.7254,26.7274,37.6327,0.092027,0.981955,13.6622,1.08,0.0,subject_level_split,train
sisfall_F15_SA05_R03,sisfall_SA05,SisFall,F15,F15,fall,50.0,2.5,3.4089,33.4303,65.5356,0.137941,0.915957,13.4431,0.94,1.0,subject_level_split,train
sisfall_F15_SA05_R04,sisfall_SA05,SisFall,F15,F15,fall,50.0,2.5,3.7572,36.846,90.2217,0.22974,0.768879,14.1118,1.16,1.0,subject_level_split,train
sisfall_F15_SA05_R05,sisfall_SA05,SisFall,F15,F15,fall,50.0,2.5,6.4245,63.0027,135.3047,0.450699,0.699577,12.9561,1.02,1.0,subject_level_split,train
sisfall_D01_SA06_R01,sisfall_SA06,SisFall,D01,D01,normal_activity,50.0,2.5,1.2193,11.9571,17.0393,0.009028,0.046739,11.7922,1.84,0.0,subject_level_split,train
sisfall_D02_SA06_R01,sisfall_SA06,SisFall,D02,D02,normal_activity,50.0,2.5,1.7531,17.1921,21.5479,0.083064,0.074953,13.1106,1.18,0.0,subject_level_split,train
sisfall_D03_SA06_R01,sisfall_SA06,SisFall,D03,D03,normal_activity,50.0,2.5,2.6928,26.4076,67.3572,0.438879,0.219369,13.9536,0.42,0.0,subject_level_split,train
sisfall_D04_SA06_R01,sisfall_SA06,SisFall,D04,D04,normal_activity,50.0,2.5,3.4194,33.5328,138.2723,0.850044,0.476517,17.6532,0.62,1.0,subject_level_split,train
sisfall_D05_SA06_R01,sisfall_SA06,SisFall,D05,D05,normal_activity,50.0,2.5,1.4757,14.4716,8.1268,0.011736,0.48123,12.8115,2.12,0.0,subject_level_split,train
sisfall_D05_SA06_R02,sisfall_SA06,SisFall,D05,D05,normal_activity,50.0,2.5,1.1539,11.3155,7.8649,0.003472,0.423938,12.163,0.92,0.0,subject_level_split,train
sisfall_D05_SA06_R03,sisfall_SA06,SisFall,D05,D05,normal_activity,50.0,2.5,1.526,14.9651,18.2308,0.022987,0.05257,12.1756,0.18,0.0,subject_level_split,train
sisfall_D05_SA06_R04,sisfall_SA06,SisFall,D05,D05,normal_activity,50.0,2.5,1.215,11.9153,10.5794,0.006339,0.38371,12.194,0.5,0.0,subject_level_split,train
sisfall_D05_SA06_R05,sisfall_SA06,SisFall,D05,D05,normal_activity,50.0,2.5,1.4211,13.9365,11.6015,0.025928,0.038991,12.0481,0.56,0.0,subject_level_split,train
sisfall_D06_SA06_R01,sisfall_SA06,SisFall,D06,D06,normal_activity,50.0,2.5,3.1927,31.3095,73.2145,0.410799,0.282167,13.3873,0.56,1.0,subject_level_split,train
sisfall_D06_SA06_R02,sisfall_SA06,SisFall,D06,D06,normal_activity,50.0,2.5,1.22,11.9645,7.5904,0.001426,0.009419,12.1832,2.32,0.0,subject_level_split,train
sisfall_D06_SA06_R03,sisfall_SA06,SisFall,D06,D06,normal_activity,50.0,2.5,3.7922,37.1885,65.0353,0.483197,0.233094,14.5868,1.3,1.0,subject_level_split,train
sisfall_D06_SA06_R04,sisfall_SA06,SisFall,D06,D06,normal_activity,50.0,2.5,3.3934,33.2779,64.8777,0.536999,0.304827,14.9162,1.14,1.0,subject_level_split,train
sisfall_D06_SA06_R05,sisfall_SA06,SisFall,D06,D06,normal_activity,50.0,2.5,2.1897,21.4733,43.8348,0.260747,0.265137,14.827,0.8,0.0,subject_level_split,train
sisfall_D07_SA06_R01,sisfall_SA06,SisFall,D07,D07,normal_activity,50.0,2.5,1.0366,10.166,5.4918,0.000489,0.032962,10.4481,1.66,0.0,subject_level_split,train
sisfall_D07_SA06_R02,sisfall_SA06,SisFall,D07,D07,normal_activity,50.0,2.5,1.0592,10.3875,3.381,0.000404,0.037881,10.1033,1.66,0.0,subject_level_split,train
sisfall_D07_SA06_R03,sisfall_SA06,SisFall,D07,D07,normal_activity,50.0,2.5,1.0908,10.6972,3.159,0.000433,0.105938,10.5133,2.5,0.0,subject_level_split,train
sisfall_D07_SA06_R04,sisfall_SA06,SisFall,D07,D07,normal_activity,50.0,2.5,1.025,10.0522,3.3267,0.000189,0.003053,10.1747,1.5,0.0,subject_level_split,train
sisfall_D07_SA06_R05,sisfall_SA06,SisFall,D07,D07,normal_activity,50.0,2.5,1.0703,10.4958,6.6109,0.000512,0.073724,10.3834,2.1,0.0,subject_level_split,train
sisfall_D08_SA06_R01,sisfall_SA06,SisFall,D08,D08,normal_activity,50.0,2.5,2.5424,24.9325,32.0357,0.112062,0.343481,12.0003,0.88,0.0,subject_level_split,train
sisfall_D08_SA06_R02,sisfall_SA06,SisFall,D08,D08,normal_activity,50.0,2.5,2.142,21.0062,33.9116,0.096902,0.221681,11.6589,0.5,0.0,subject_level_split,train
sisfall_D08_SA06_R03,sisfall_SA06,SisFall,D08,D08,normal_activity,50.0,2.5,1.9918,19.5327,33.1602,0.100019,0.202154,12.0861,2.06,0.0,subject_level_split,train
sisfall_D08_SA06_R04,sisfall_SA06,SisFall,D08,D08,normal_activity,50.0,2.5,2.0095,19.7061,29.3426,0.065875,0.302632,11.6334,1.02,0.0,subject_level_split,train
sisfall_D08_SA06_R05,sisfall_SA06,SisFall,D08,D08,normal_activity,50.0,2.5,2.0447,20.0521,20.7109,0.077801,0.282026,12.0297,1.6,0.0,subject_level_split,train
sisfall_D09_SA06_R01,sisfall_SA06,SisFall,D09,D09,normal_activity,50.0,2.5,1.2251,12.0139,4.6977,0.002466,0.198701,11.8618,0.0,0.0,subject_level_split,train
sisfall_D09_SA06_R02,sisfall_SA06,SisFall,D09,D09,normal_activity,50.0,2.5,1.214,11.9054,5.7157,0.003065,0.139803,11.5222,2.3,0.0,subject_level_split,train
sisfall_D09_SA06_R03,sisfall_SA06,SisFall,D09,D09,normal_activity,50.0,2.5,1.0559,10.3549,3.8557,0.000422,0.021209,11.464,1.52,0.0,subject_level_split,train
sisfall_D09_SA06_R04,sisfall_SA06,SisFall,D09,D09,normal_activity,50.0,2.5,1.1061,10.8467,13.1836,0.001072,0.059199,10.6004,2.46,0.0,subject_level_split,train
sisfall_D09_SA06_R05,sisfall_SA06,SisFall,D09,D09,normal_activity,50.0,2.5,1.6356,16.0394,49.6158,0.009336,0.073931,11.0218,2.44,0.0,subject_level_split,train
sisfall_D10_SA06_R01,sisfall_SA06,SisFall,D10,D10,normal_activity,50.0,2.5,2.1133,20.7246,21.2577,0.113697,0.247413,12.0085,1.48,0.0,subject_level_split,train
sisfall_D10_SA06_R02,sisfall_SA06,SisFall,D10,D10,normal_activity,50.0,2.5,1.0626,10.4209,3.064,0.000258,0.004519,11.4627,0.1,0.0,subject_level_split,train
sisfall_D10_SA06_R03,sisfall_SA06,SisFall,D10,D10,normal_activity,50.0,2.5,1.0272,10.0733,3.3165,0.00018,0.000389,11.5286,0.7,0.0,subject_level_split,train
